id,p_mean,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,dams_num,aquitard_perc,aquifer_perc,aquifer_aquitard_mixed_perc,kf_very_high_perc,kf_high_perc,kf_medium_perc,kf_moderate_perc,kf_low_perc,kf_very_low_perc,kf_extremely_low_perc,kf_very_high_to_high_perc,kf_medium_to_moderate_perc,kf_low_to_extremely_low_perc,kf_highly_variable_perc,kf_moderate_to_low_perc,cavity_fissure_perc,cavity_pores_perc,cavity_fissure_karst_perc,cavity_fissure_pores_perc,rocktype_sediment_perc,rocktype_metamorphite_perc,rocktype_magmatite_perc,consolidation_solid_rock_perc,consolidation_unconsolidated_rock_perc,geochemical_rocktype_silicate_perc,geochemical_rocktype_silicate_carbonatic_perc,geochemical_rocktype_carbonatic_perc,geochemical_rocktype_sulfatic_perc,geochemical_rocktype_silicate_organic_components_perc,geochemical_rocktype_anthropogenically_modified_through_filling_perc,geochemical_rocktype_sulfatic_halitic_perc,geochemical_rocktype_halitic_perc,waterbody_perc,no_data_perc,q_mean,runoff_ratio,flow_perc_complete,slope_fdc,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,artificial_surfaces_perc,agricultural_areas_perc,forests_and_seminatural_areas_perc,wetlands_perc,water_bodies_perc,training_perc_complete,validation_perc_complete,testing_perc_complete,clay_0_30cm_mean,clay_30_100cm_mean,clay_100_200cm_mean,silt_0_30cm_mean,silt_30_100cm_mean,silt_100_200cm_mean,sand_0_30cm_mean,sand_30_100cm_mean,sand_100_200cm_mean,coarse_fragments_0_30cm_mean,coarse_fragments_30_100cm_mean,coarse_fragments_100_200cm_mean,bulk_density_0_30cm_mean,bulk_density_30_100cm_mean,bulk_density_100_200cm_mean,soil_organic_carbon_0_30cm_mean,soil_organic_carbon_30_100cm_mean,soil_organic_carbon_100_200cm_mean,gauge_lat,gauge_lon,gauge_easting,gauge_northing,area_metadata,gauge_elev,area,elev_mean,elev_min,elev_5,elev_50,elev_95,elev_max
DE710550,2.35,0.05,0.07,16.26,1.17,222.41,4.01,0,17.84,21.87,60.29,0,0,0.47,8.93,6.66,0,0,0,12.46,11.19,0.26,60.03,84.52,4.7,3.63,7.15,86.92,0,13.08,95.3,4.7,82.9,0.49,3.37,11.28,1.88,0.07,0,0,0,0,1,0.43,95.952,2.07,146.92,0.21,3.04,3.71,1.7,12.83,5.23,0,10.29,52.04,37.67,0,0,100,100,100,28.05,29.18,29.85,43.49,41.94,40.16,20.51,20.92,22.03,14.58,21.29,24.89,1.14,1.41,1.45,34.27,9.35,7.59,50.597952,9.636739,4295279,3054082,561,236.14,562.29,432.61,233.74,278.13,405.39,708.54,954.54
DE710560,2.65,0.01,0.05,17.39,1.15,225.2,4.04,0,97.1,0.11,2.79,0,0,0,0,72.43,24.16,0,0,0.11,0.51,2.79,0,96.99,0,2.79,0.22,99.37,0.51,0.11,100,0,96.99,0.22,0,2.79,0,0,0,0,0,0,0.79,0.3,88.81,2.1,153.77,0.19,2.32,3.15,1.88,7.28,6.63,0,2.99,18.46,78.55,0,0,100,100,100,27.32,27.88,28.94,46.72,45.12,42.86,23.41,24.45,25.64,16.73,23.47,27.33,1.16,1.5,1.55,39.98,10.07,7.4,50.212502,9.273823,4269162,3011401,79.9,148.38,79.46,342.15,144.42,184.42,346.81,490.52,557.92
DE710570,2.03,0.08,0.06,16.74,1.16,233.3,4.11,0,10.57,11.72,77.71,0,0,0,5.84,2.19,0,0,0,5.88,8.37,0,77.71,92.31,0.89,5.15,1.66,94.97,0,5.03,99.11,0.89,85.34,0.6,5.15,8.57,0.35,0,0,0,0,0,0.71,0.35,56.191,2.19,153.68,0.18,1.98,1.97,1.83,7.79,5.58,0,4.08,42.09,53.83,0,0,62.67,0,100,26.16,29.85,30.75,43.27,41.34,40.21,28.88,27.11,27.35,15.98,23.65,27.77,1.27,1.54,1.57,30.81,7.27,5.84,50.835039,9.571015,4290778,3080480,71.9,239,72.14,396,237.37,280.86,387.73,550.49,650.32
DE710580,2.03,0.05,0.05,18.1,1.14,238.11,4.27,0,94.51,5.49,0,0,0,0,2.43,0,0,0,0,3.06,94.51,0,0,96.94,3.06,0,0,99.43,0.57,0,96.94,3.06,99.12,0.88,0,0,0,0,0,0,0,0,0.46,0.22,44.286,3.71,141.23,0.01,1.8,19.9,3.6,121.16,11.32,0.01,12.17,39.01,48.82,0,0,34.18,0,100,24.63,27.41,28.2,47.37,45.33,44.31,19.03,18.29,18.52,14.29,21.38,25.36,1.19,1.43,1.45,26.27,5.59,4.52,50.358203,8.592831,4220863,3028311,93.3,220.19,85.88,355.25,215.96,273.55,349.41,460.56,590.72
DE710590,2.06,0.08,0.05,17.81,1.16,238.5,4.26,0,22.09,77.91,0,0,0,0,0,17.46,0,0,0,77.91,4.63,0,0,90.14,9.86,0,0,18.73,0,81.27,90.14,9.86,90.23,0,0,0,9.77,0,0,0,0,0,0.59,0.28,85.951,1.64,143.34,0.14,1.91,9.14,2.21,7.98,5.12,0,6.63,56.17,37.2,0,0,100,100,100,25.18,29.81,30.59,49.66,46.36,44.83,19.26,17.93,18.68,13.47,20.1,23.84,1.27,1.48,1.5,24.1,4.56,3.25,50.650468,8.717711,4230313,3060654,128.9,166.39,126.94,288.06,165.8,196.24,293.44,361.27,414.29
DE710600,2.4,0.1,0.04,17.06,1.17,227.62,4.08,1,64.39,33.88,1.73,0,0,33.82,0,1.4,0.3,0,0,0.06,62.69,0,1.73,64.03,35.57,0,0.4,37.01,6.85,56.14,64.43,35.57,64.16,35.84,0,0,0,0,0,0,0,0,0.72,0.3,93.097,1.63,164.27,0.23,1.75,0.8,1.76,0.94,2.86,0,16.98,53.41,29.38,0,0.22,100,100,100,24.16,24.73,25,41.4,39.47,38.16,21.34,22.71,23.75,11.53,16.41,19.37,1.13,1.34,1.36,27.28,6.98,4.72,49.668733,8.57118,4217848,2951673,382.8,93.16,380.64,227.63,89.93,95.33,216,459.84,624.33
DE710610,2.47,-0.07,0.07,17.85,1.18,227.88,4.15,0,9.5,54.74,35.76,0,0,0,2.4,5.73,0,0,0,52.34,3.77,0,35.76,95.89,0.93,1.36,1.82,47.77,0,52.23,99.07,0.93,88.99,0.16,1.25,8.84,0.76,0,0,0,0,0,1.05,0.43,87.375,2.78,133.37,0.16,3.62,12.88,2.42,52.47,8.7,0,4.1,62.33,33.2,0,0.37,100,100,99.97,29.01,30.21,30.85,47.31,45.57,43.66,20.19,20.74,22,15.22,22.49,26.27,1.23,1.53,1.57,33.5,7.58,5.53,50.587645,9.589761,4291946,3052953,181.5,237.67,181.68,407.33,236.34,267.83,423.24,532.91,749.66
DE710620,2.21,0.02,0.06,16.08,1.17,223.81,4.09,2,46.95,31.3,21.75,0,0,0.01,5.76,20.71,5.45,0,0,25.53,20.79,0.64,21.11,87.01,9.29,0.7,3.01,75.27,0.02,24.71,90.71,9.29,76.49,15.34,0.05,3.57,4.56,0,0,0,0,0,0.82,0.37,93.085,2.15,138.53,0.18,2.73,7.69,2.63,12.44,6.69,0,5.83,47.99,46.09,0.03,0.06,100,100,99.96,25.14,28.58,29.54,47.77,45.02,43.33,22.92,22.23,22.96,15.12,21.94,25.7,1.24,1.49,1.52,32.18,8.18,6.19,50.798717,8.76448,4233896,3077086,1665.8,179.6,1666.51,348.08,176.04,209.84,325.67,555.62,760.42
DE710630,2.08,0,0.06,16,1.15,209.63,4.16,0,55.59,41.87,2.54,0,0,0,41.87,9.97,0,0,0,0,45.63,0,2.54,97.46,2.54,0,0,76.7,23.3,0,97.46,2.54,97.46,0,0,0,2.54,0,0,0,0,0,0.4,0.19,52.167,2.28,150.09,0.07,1.28,8.18,4.29,36.12,7.14,0,8.7,17.02,74.27,0,0,58.69,0,92.14,26.82,27.5,28.07,46.01,45.24,44.18,22.57,22.67,23.15,16.85,23.53,27.64,1.17,1.46,1.5,31.38,8.1,7.01,50.051193,8.12237,4186527,2994924,24.5,146.67,24.3,397.68,143.25,228.47,414.4,536.2,631.84
DE710640,2.15,0.15,0.06,16.71,1.16,230.24,3.99,0,26,48.55,25.45,0,0,0,45.92,4.62,0,0,0,2.63,21.38,0,25.45,47.53,2.4,8.14,41.93,94.47,0,5.53,97.6,2.4,71.45,0.67,8.08,19.8,0,0,0,0,0,0,0.82,0.38,64.526,2.23,150.48,0.13,2.48,5.09,1.74,30.7,6.28,0,4.04,66.33,29.63,0,0,82.62,0,100,29.32,30.91,31.24,45.57,43.76,42.98,22.02,22.24,22.69,14.44,20.89,24.52,1.23,1.47,1.51,33.54,8.3,6.74,50.584378,9.764949,4304352,3052535,107.7,312.13,107.73,426.56,292.92,322.48,403.13,633.91,827.53
DE710650,2.09,0.05,0.06,17.32,1.14,234.35,4.14,0,90.58,9.42,0,0,0,0.76,7.01,0,0,0,0,1.66,90.58,0,0,97.61,2.39,0,0,98.49,0.84,0.67,97.61,2.39,99.24,0.76,0,0,0,0,0,0,0,0,0.66,0.32,85.951,2.75,148.05,0.1,2.22,8.88,3.38,49.34,6.03,0,9.25,33.71,57.04,0,0,100,100,100,24.8,27.03,27.87,46.37,44.57,43.15,22.39,21.96,22.53,16.68,22.8,26.67,1.21,1.46,1.49,26.41,5.25,3.91,50.234014,8.059171,4182534,3015369,143.7,187.87,144.57,397.68,185.95,287.3,398.34,507.24,631.7
DE710660,2.8,-0.08,0.06,17.97,1.2,223.11,4.01,1,53.87,5.17,40.96,0,0,2.67,2.21,52.69,1.17,0,0,0.29,0,0,40.96,94.83,2.96,2.21,0,100,0,0,97.04,2.96,95.12,2.67,2.21,0,0,0,0,0,0,0,1.1,0.39,85.951,1.85,159.31,0.33,3.03,2.07,2.65,1.1,5,0,6.31,32.04,61.48,0,0.17,100,100,100,26.33,26,26.97,45.4,44.37,40.34,23.51,24.88,27.93,16.69,23.33,26.17,1.14,1.49,1.53,41.84,13.3,9.15,49.676628,8.997296,4248620,2952042,134.6,201.68,132.41,386,198.45,253.23,389.63,508.81,582.41
DE710670,2.05,0.09,0.04,17.93,1.13,237.28,4.23,0,6.93,93.07,0,0,0,0,0,3.65,0,0,0,93.07,3.28,0,0,96.35,3.65,0,0,3.65,0,96.35,96.35,3.65,96.35,0,0,0,3.65,0,0,0,0,0,0.64,0.31,78.809,1.53,149.93,0.21,1.89,4.81,1.91,0.37,2,0,10.74,53.32,35.94,0,0,100,98.3,100,24.81,28.81,29.38,47.87,44.25,43.14,20.43,20.05,20.59,11.64,16.98,20.29,1.24,1.44,1.46,25.53,5.95,4.55,50.545868,8.911703,4243859,3048797,85.41,186.91,85.63,249.26,166.58,194.83,236.97,330.1,432.93
DE710680,1.9,0.11,0.04,18,1.14,240.1,4.27,1,7.59,92.41,0,0,0,0,0,3.31,0,0,0,92.41,4.28,0,0,96.69,3.31,0,0,3.31,0,96.69,96.69,3.31,96.69,0,0,0,3.31,0,0,0,0,0,0.49,0.26,68.809,1.42,150.96,0.16,1.54,4.47,2.96,1.4,3.47,0,9.65,52.29,38.06,0,0,92.87,0,100,25.15,28.56,28.86,47.96,44.85,43.87,20.28,19.97,20.66,11.46,15.81,18.9,1.25,1.45,1.47,23.72,5.7,4.18,50.474883,8.794968,4235457,3041032,174.7,153.63,175.88,229,151.75,171.83,220.89,309.18,432.93
DE710690,1.78,0.15,0.03,18.86,1.13,248.55,4.39,0,10.37,89.42,0.21,0,0,87.55,0,10.37,0,0,0,1.87,0,0,0.21,0.09,89.54,0,10.37,99.91,0,0.09,10.46,89.54,1.87,97.92,0,0,0.21,0,0,0,0,0,0.36,0.2,80.237,1.55,162.6,0.12,0.79,0,0,5.8,5.15,0,31.72,15.71,51.76,0,0.81,100,100,100,23.27,22.22,22.39,33.01,32.89,31.64,18.11,19.28,20.36,6.5,6.96,9.06,1.01,1.13,1.15,19.63,4.36,2.82,49.950816,8.452615,4209941,2983211,134.6,90.34,138.18,121.34,84.81,94.93,114.94,176,223.23
DE710700,2.1,0.11,0.07,15.97,1.13,227.56,3.97,0,50.66,16.19,33.14,0,0,0,7.33,39.83,4.12,0,0,8.87,6.71,13.28,19.87,67.79,0.75,30.77,0.68,98.98,0,1.01,99.25,0.75,60.56,2.72,14.06,22.34,0.22,0.11,0,0,0,0,0.69,0.33,87.383,1.81,162.68,0.23,1.71,0.82,1.53,0.85,10.2,0,3.47,54.44,42.09,0,0,100,100,100,26.75,30.17,31.48,48.65,45.8,44.34,22.28,21.71,21.86,14.52,22.42,26.36,1.28,1.52,1.55,32.35,10.01,8.26,51.171481,9.990681,4320348,3117819,429.6,169.74,429.68,351.02,167.95,227.15,348.8,469.64,752.05
DE710710,1.9,0.14,0.05,16.98,1.15,237.48,4.14,0,83.78,16.22,0,0,0,4.98,9.15,0,0,0,0,2.1,83.78,0,0,92.96,7.04,0,0,97.17,2.76,0.07,92.96,7.04,79.18,20.82,0,0,0,0,0,0,0,0,0.46,0.24,83.096,1.82,158.91,0.12,1.29,2.49,2.15,8.05,6.56,0,9.14,47.08,43.78,0,0,100,100,100,24.63,27.82,28.36,48.11,45.95,44.49,20.37,19.35,20.27,14.81,21.92,25.94,1.23,1.45,1.49,25.1,6.18,4.87,50.363617,8.147826,4189218,3029617,305.2,131.29,305.52,316.43,130.16,186.16,306.48,476.13,820.72
DE710720,2.04,0.12,0.04,16.27,1.16,225.74,4.19,1,10.04,73.66,16.3,0,0,0,0,5.59,0.02,0,0,73.66,4.44,0.89,15.41,78.41,21.52,0.01,0.06,21.92,0,78.08,78.48,21.52,78.42,0.06,0,0.01,20.64,0.88,0,0,0,0,0.5,0.24,84.395,2.1,144.3,0.11,1.59,4.75,2.77,12,5.52,0,6.88,61.03,31.43,0.09,0.57,96.58,100,99.57,26.93,28.28,28.86,47.73,45.46,43.73,19.35,20.26,21.41,11.72,16.47,19.5,1.24,1.44,1.47,25.68,7.02,5.22,50.318459,8.855173,4239461,3023566,526.3,121.64,526.97,228.25,80.6,126.14,187.92,485.37,789.97
DE710730,1.92,0.11,0.05,17.03,1.18,240.05,4.27,0,35.09,5.12,59.79,0,0,0.48,3.44,33.61,0,0,0,1.2,1.48,0,59.79,94.65,1.49,0.42,3.44,99.21,0,0.79,98.51,1.49,97.51,0,0.42,1.48,0.59,0,0,0,0,0,0.42,0.22,45.952,1.81,157.39,0.13,1.1,1.42,2.1,0.23,1.4,0,1.98,40.46,57.55,0,0,38.17,0,100,25.45,30.28,30.68,44.09,41.72,41.38,28.81,26.35,26.29,15.05,23.19,27.79,1.27,1.53,1.56,29.15,6.14,4.95,50.771796,9.562306,4290123,3073448,113.5,222.37,117.56,358.23,218.22,268.18,362.16,434.2,596.91
DE710740,2.05,-0.02,0.05,17,1.16,235.77,4.3,0,69.96,2.07,27.96,0,0,0,2.07,47.64,17.42,0,0,0,4.91,1.8,26.16,97.98,0,1.8,0.22,98.14,0,1.86,100,0,90.78,7.3,0,1.92,0,0,0,0,0,0,0.72,0.35,78.809,1.6,141.78,0.22,2.04,4.19,2.04,1.89,4.86,0,4.03,50.44,45.53,0,0,100,98.3,100,25.4,28.73,29.94,45.24,42.67,41.7,26.88,26.12,25.88,15.97,23.84,28.35,1.26,1.48,1.52,32.3,8.34,6.22,50.890009,8.746114,4232774,3087262,173.6,203.95,175.07,325.87,201.7,229.69,307.81,481.77,683.36
DE710750,2.02,-0.02,0.04,19.24,1.14,243.3,4.46,0,45.25,47.69,7.07,0,0,6.41,32.65,5.94,0,0,0,8.62,39.31,5.6,1.46,73.36,21.04,5.6,0,98.6,1.22,0.18,78.96,21.04,81.81,6.41,5.6,0,6.18,0,0,0,0,0,0.38,0.19,50.239,3.73,135.65,0.01,1.51,29.5,3.96,127.82,11.91,0.02,16.84,38.6,44.57,0,0,48.43,0,100,24.53,26.37,27,45.59,43.69,42.36,18.3,18.36,19.06,13.12,18.77,22.28,1.16,1.38,1.41,26.1,5.73,4.37,50.222117,8.690508,4227545,3013048,70.51,134.72,70.76,324.66,133.65,158.13,334.54,536.94,701.26
DE710760,2.17,-0.09,0.04,19.88,1.16,244.48,4.51,0,14.12,75.16,10.72,0,0,25.11,44.28,11.96,0,0,0,5.76,2.16,10.52,0.2,59.13,30.35,10.52,0,87.31,11.96,0.73,69.65,30.35,64.16,25.11,10.52,0,0.2,0,0,0,0,0,0.37,0.17,50.239,4.49,136.32,0.01,1.55,32.18,3.28,149.08,8.58,0.01,30.92,15.34,53.74,0,0,48.43,0,100,20.04,21.49,22.11,38.18,36.84,35.38,14.77,14.65,15.5,11.66,16.81,20.01,0.91,1.13,1.16,23.91,5.67,4.41,50.218513,8.653149,4224872,3012696,45.9,141.57,45.6,305.1,137.59,163.06,265.04,565.07,677.22
DE710770,1.94,0.17,0.05,16.58,1.17,235.7,4.05,0,54.59,44.63,0.78,0,0,0.79,36.46,1.6,0.15,0,0,7.38,52.84,0.3,0.48,55.43,5.3,38.34,0.93,93.8,0,6.2,94.7,5.3,10.45,0.89,36.68,50.45,1.53,0,0,0,0,0,0.51,0.26,37.922,1.86,158.42,0.14,1.39,1.73,1.55,1.77,4.6,0,6.92,53.89,39.19,0,0,18.95,0,100,27.22,30.95,30.64,46.77,39.44,40.8,22.52,26.12,25.07,14.41,22.11,25.56,1.22,1.47,1.5,32.89,10.82,9.1,51.442872,9.306919,4272812,3148241,118.6,183.53,118.99,325.66,176.48,209.95,312.95,482,627.99
DE710780,2.34,0.07,0.06,16.97,1.16,229.24,4.09,0,4.15,94.7,1.15,0,0,0,0,2.72,0,0,0,94.7,1.43,0,1.15,97.07,2.93,0,0,4.03,0,95.97,97.07,2.93,97.23,1.16,0,0,1.6,0,0,0,0,0,0.93,0.4,93.097,2.23,138.47,0.2,3.18,11.12,2.36,11.31,6.24,0,3.51,62.45,34.04,0,0,100,100,100,27.67,30.18,31.3,50.74,48.32,46.29,19.12,19.03,19.94,14.2,20.92,24.5,1.28,1.54,1.57,30.78,6.17,4.5,50.734859,8.981665,4249108,3069747,317.3,204.42,317.76,364.37,202.82,260.41,337.72,567.3,760.42
DE710790,1.93,0.11,0.06,16.53,1.14,227.91,4.11,0,97.75,2.25,0,0,0,0,2.14,0,0,0,0,0.11,97.75,0,0,100,0,0,0,99.54,0.29,0.17,100,0,100,0,0,0,0,0,0,0,0,0,0.51,0.26,84.778,3.19,148.47,0.04,1.84,11.91,3.86,89.09,12.36,0,1.09,18.65,80.27,0,0,100,100,96.09,27.22,29.03,29.63,47.56,45.66,44.63,24.15,24.24,24.68,19.17,25.39,29.79,1.25,1.54,1.57,31.76,7.66,6.41,50.052305,7.848388,4166914,2995586,170.4,108.98,170.41,399.93,106.85,247,409.52,516.21,639.09
DE710800,2.27,0.09,0.09,15.13,1.15,221.07,3.97,0,45.3,31.63,23.08,0,0,0.64,24.36,17.04,0,0.04,0,6.63,28.21,0,23.08,62.89,1.18,30.71,5.22,85.74,0,14.26,98.82,1.18,42.84,4.22,25.65,27.28,0.01,0,0,0,0,0,1.02,0.45,91.665,2.23,153.71,0.22,2.86,2.71,1.61,14.9,6.71,0,3.47,64.68,31.79,0.06,0,100,100,100,28.95,30.74,31.12,45.49,43.69,42.17,23.36,23.37,24.52,15.93,23.21,27.3,1.24,1.51,1.56,36.24,10.44,8.34,50.834316,9.988348,4320179,3080311,420.2,224.98,420.59,479.59,222.76,288.61,448.12,772.25,942.94
DE710810,2.91,-0.04,0.09,17.2,1.17,222.06,3.96,1,5.46,94.54,0,0,0,0,0,0,0,0,0,94.54,5.46,0,0,100,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0.91,0.31,71.312,4.11,140.37,0.06,2.97,10.22,5.06,51.51,23.81,0.01,6.12,46.06,46.54,0,1.28,98.86,0,100,25.96,26.68,27.29,47.08,45.14,42.02,20.52,21.74,24.25,14.41,20.85,24.01,1.11,1.41,1.47,42.99,14.03,11.4,50.478262,9.091367,4256501,3041104,35,203.56,36.02,469.23,201.98,263.96,449.27,733.23,789.97
DE710820,2.27,0.08,0.08,15.89,1.15,217.18,4.1,0,99.3,0.7,0,0,0,0,0.7,0,0,0,0,0,99.3,0,0,100,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0.83,0.37,87.383,3.95,145.46,0.01,2.92,11.03,3.92,110.54,18.53,0.03,8.09,21.29,70.62,0,0,93.17,100,100,26.61,28.59,29.53,47.63,45.6,42.72,21.7,21.75,23.69,18.8,25.21,28.16,1.13,1.49,1.54,45.16,11.07,9.27,50.340531,8.377775,4205519,3026662,77.1,262.62,77.19,503.5,262.04,353.97,489.67,681.93,884.61
DE710830,1.94,0.13,0.05,16.67,1.16,238.21,4.22,1,16.71,45.59,37.7,0,0,0,0.59,15.03,0,0,0,44.99,1.68,0,37.7,90.12,9.25,0.05,0.58,56.3,0,43.7,90.75,9.25,92.53,3.24,0.05,0.03,4.15,0,0,0,0,0,0.62,0.32,87.383,1.51,150.28,0.21,2.09,3.58,2.39,0.57,4.86,0,4.93,55.87,39.2,0,0,100,100,100,25.1,29.42,30.09,45.65,43.25,42.29,25.69,23.76,24.06,13.9,20.54,24.27,1.28,1.52,1.54,27.21,5.58,4.16,50.854468,9.28666,4270768,3082797,249.92,222.21,251.18,348.36,218.29,248.25,342.69,475.02,581.75
DE710840,2.41,0.02,0.07,17.04,1.18,225.66,4.07,0,13.35,6.53,80.12,0,0,0,2.98,5.49,0,0,0,3.55,7.86,0,80.12,93.93,0,3.75,2.32,96.56,0,3.44,100,0,88.71,0.24,2.58,8.47,0,0,0,0,0,0,1.08,0.45,71.668,2.35,149.71,0.21,3.29,4.39,1.89,20.28,6.02,0,3.48,43.87,52.65,0,0,99.71,0,100,30.28,30.84,31.94,45.85,44.68,41.84,21.91,22.52,24.26,16.48,24.06,28.18,1.19,1.5,1.56,39.5,11.3,9.42,50.465739,9.703876,4299973,3039354,68.7,291.62,69.25,475.52,289.13,342.76,455.38,685.33,836.46
DE710850,2.22,0.06,0.05,17.42,1.16,232.4,4.14,0,1.13,98.87,0,0,0,0,0,0,0,0,0,98.87,1.13,0,0,100,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0.68,0.31,65.954,2.68,139.82,0.09,2.65,19.71,3.19,59.04,8.38,0,3.39,30.97,65.64,0,0,86.04,0,100,26.55,28.5,29.83,51.2,48.67,46.25,21.64,22.22,23.32,14.17,21.31,24.87,1.25,1.5,1.55,35.36,7.93,6.16,50.515419,8.958907,4247157,3045362,41.2,154.22,41.07,297.26,154.05,181.23,269.87,484.96,563.05
DE710860,3.17,-0.2,0.09,17.86,1.22,216.1,4.05,0,0.59,99.41,0,0,0,0,0,0.16,0,0,0,99.41,0.43,0,0,99.84,0.16,0,0,0.16,0,99.84,99.84,0.16,99.84,0,0,0,0.16,0,0,0,0,0,1.58,0.5,69.493,3.57,127.96,0.1,5.95,18.28,2.5,108.72,12.14,0,4.26,52.54,43.2,0,0,96.29,0,97.51,28.94,28.91,29.95,48.8,47.9,44.1,20.73,21.67,24.43,15.84,21.83,24.76,1.2,1.55,1.61,43.04,12.1,9.32,50.540172,9.426942,4280374,3047750,29.1,368.75,28.86,504,366.22,398.25,467.79,686.52,770.39
DE710870,3,-0.06,0.09,17.16,1.17,220.8,3.97,0,6.29,93.71,0,0,0,0,0,0,0,0,0,93.71,6.29,0,0,100,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,1.3,0.43,71.668,4.47,132.73,0.03,5.11,20.77,3.45,132.1,15.94,0.01,6.79,50.92,42.29,0,0,99.71,0,100,26.01,26.61,26.93,46.95,45.17,42.18,20.99,22.16,24.84,14.71,20.9,24.04,1.11,1.41,1.48,45.27,15.98,13.18,50.489574,9.109145,4257778,3042347,26.9,239.94,28.07,505.89,236.72,289.46,494,738.56,789.97
DE710890,2.19,0.13,0.06,16.24,1.16,229.01,3.99,0,28.88,43.69,27.44,0,0,0,40.15,7.78,0,0,0,3.53,21.1,0,27.44,52.4,0.24,17.69,29.67,94.21,0,5.79,99.76,0.24,62.8,1.75,13.98,21.34,0.14,0,0,0,0,0,0.79,0.36,42.029,2.32,147.9,0.16,2.38,4.62,1.81,17.65,7.42,0,2.26,59.95,37.79,0,0,28.78,0,100,29.4,31.11,31.54,45.8,43.89,43.1,23.71,23.91,24.26,16.75,24.43,29.02,1.26,1.54,1.58,35.21,7.43,5.75,50.636485,9.816273,4308001,3058320,79.2,299.74,78.52,459.25,298.98,343.02,451.16,599.3,705.55
DE710900,2.42,-0.03,0.06,17.19,1.17,227.23,4.15,0,58.64,41.02,0.34,0,0,0,16.31,56.98,0,0,0,24.72,1.66,0.34,0,78.03,10.8,11.17,0,74.9,0,25.1,89.2,10.8,77.15,0,11.17,1.07,10.26,0.34,0,0,0,0,1.05,0.44,85.951,2.07,143.88,0.24,3.2,5.93,1.72,12.19,5.14,0,7.59,56.48,35.94,0,0,100,100,100,28.92,29.26,29.56,44.63,43.55,42.01,21.04,21.78,23.02,15.13,22.76,26.79,1.2,1.45,1.5,34.04,8.09,6.15,50.319908,9.476355,4283704,3023224,116.2,184.26,116.32,361.7,177.5,217.66,357.97,531.25,616.73
DE710910,3.12,-0.07,0.1,16.33,1.17,216.44,3.89,0,0.9,99.1,0,0,0,0,0,0,0,0,0,99.1,0.9,0,0,100,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,1.51,0.48,81.543,4.05,135.89,0.05,5.44,13.91,2.67,103.93,13.08,0,1.91,58.17,39.92,0,0,100,100,99.58,29.03,29.19,29.68,49.6,48.24,44.02,20.22,21.42,25.15,15.14,21.85,24.81,1.16,1.51,1.58,47.25,14.02,10.94,50.408633,9.139625,4259836,3033318,24.6,273.97,24.61,507.51,266.92,297.25,510.89,713.91,783.62
DE710920,2.5,0.03,0.06,16.83,1.16,226.59,4.04,1,3.12,96.78,0.1,0,0,0,0,0,0,0,0,96.78,3.12,0,0.1,99.9,0.1,0,0,0.1,0,99.9,99.9,0.1,99.9,0,0,0,0.1,0,0,0,0,0,0.99,0.4,77.382,2.14,140.66,0.27,3.05,4.57,2.2,1.26,4.79,0,5.47,56.21,37.96,0,0.36,100,78.31,100,26.86,28.28,29.25,48.43,46.11,43.3,20.55,21.44,23.29,13.9,20.36,23.59,1.2,1.46,1.5,35.31,9.43,7.41,50.435864,9.024427,4251687,3036450,124,133.93,127.67,350.82,133.69,167.83,316.01,667.01,789.97
DE710930,1.92,0.13,0.05,16.26,1.15,235.15,4.18,3,32.13,29.48,38.38,0,0,0,3.06,19.79,4.05,0,0,26.42,8.29,2.16,36.22,76.06,20.68,1.56,1.7,77.92,0,22.08,79.32,20.68,76.67,11.79,0.49,1.98,7.96,1.11,0,0,0,0,0.57,0.3,90.238,1.7,149.61,0.17,1.82,3.11,2.54,1.48,4,0,4.97,56.52,38.18,0,0.33,100,100,100,24.68,28.97,29.75,45.69,42.99,41.97,25.63,24.04,24.27,13.5,20.02,23.85,1.28,1.51,1.53,26.65,6.04,4.51,51.071641,9.328251,4273917,3106928,984.98,170.57,989.92,324.04,154.5,204.41,315.78,485.69,681.08
DE710940,2.59,-0.06,0.05,17.58,1.16,226.89,4.12,0,10.43,89.57,0,0,0,0,2.73,9.68,0,0,0,86.84,0.74,0,0,97.6,2.38,0.02,0,13.56,0,86.44,97.62,2.38,98.75,0,0.02,0,1.23,0,0,0,0,0,1.16,0.45,70.24,2.21,132.19,0.26,4.17,12.08,2.41,9,4.75,0,5.19,62.69,32.12,0,0,96.29,0,100,29.72,30.88,30.95,45.6,43.57,41.92,20.91,21.78,23.37,13.74,20.13,23.43,1.24,1.52,1.55,33.86,8.15,5.79,50.277317,9.31067,4271859,3018585,111.9,146.51,112.17,350.73,141.64,194.54,348.14,497.75,636.97
